"","states","year","statesAbbr","disease","datatype","deathpop","class","population","ratio"
"2134","Louisiana",2013,"LA","Heart failure","Nmbr",2126,"Male",2272653.37992,0.0935470414795431
"2135","Louisiana",2013,"LA","Cerebrovascular disease","Nmbr",950,"Male",2272653.37992,0.0418013590806989
"2136","Maine",2013,"ME","Coronary heart disease","Nmbr",964,"Male",652589.45136,0.147719212744095
"2137","Maine",2013,"ME","Chronic obstructive pulmonary disease","Nmbr",884,"Male",652589.45136,0.135460356914709
"2138","Maine",2013,"ME","Cardiovascular disease","Nmbr",1833,"Male",652589.45136,0.280881034190795
"2139","Maine",2013,"ME","Heart failure","Nmbr",783,"Male",652589.45136,0.11998355143011
"2140","Maine",2013,"ME","Cerebrovascular disease","Nmbr",245,"Male",652589.45136,0.037542745977493
"2141","Maryland",2013,"MD","Cardiovascular disease","Nmbr",7184,"Male",2915307.9648,0.246423365446842
"2142","Maryland",2013,"MD","Chronic obstructive pulmonary disease","Nmbr",1854,"Male",2915307.9648,0.063595339579405
"2143","Maryland",2013,"MD","Coronary heart disease","Nmbr",3649,"Male",2915307.9648,0.125166879247707
"2144","Maryland",2013,"MD","Heart failure","Nmbr",1682,"Male",2915307.9648,0.0576954483131387
"2145","Maryland",2013,"MD","Cerebrovascular disease","Nmbr",941,"Male",2915307.9648,0.0322778934974218
"2146","Massachusetts",2013,"MA","Cerebrovascular disease","Nmbr",858,"Male",3294830.7672,0.0260407911854345
"2147","Massachusetts",2013,"MA","Cardiovascular disease","Nmbr",7472,"Male",3294830.7672,0.226779477549611
"2148","Massachusetts",2013,"MA","Chronic obstructive pulmonary disease","Nmbr",2017,"Male",3294830.7672,0.061217104686505
"2149","Massachusetts",2013,"MA","Coronary heart disease","Nmbr",3882,"Male",3294830.7672,0.117820922356476
"2150","Massachusetts",2013,"MA","Heart failure","Nmbr",2936,"Male",3294830.7672,0.0891092807930484
"2151","Michigan",2013,"MI","Heart failure","Nmbr",5156,"Male",4862336.50672,0.106039555116643
"2152","Michigan",2013,"MI","Chronic obstructive pulmonary disease","Nmbr",5521,"Male",4862336.50672,0.113546234251161
"2153","Michigan",2013,"MI","Cerebrovascular disease","Nmbr",1776,"Male",4862336.50672,0.036525649706586
"2154","Michigan",2013,"MI","Cardiovascular disease","Nmbr",15256,"Male",4862336.50672,0.313758621578647
"2155","Michigan",2013,"MI","Coronary heart disease","Nmbr",8562,"Male",4862336.50672,0.176088182876008
"2156","Minnesota",2013,"MN","Chronic obstructive pulmonary disease","Nmbr",2379,"Male",2662136.09592,0.0893643267767589
"2157","Minnesota",2013,"MN","Heart failure","Nmbr",2602,"Male",2662136.09592,0.0977410585427182
"2158","Minnesota",2013,"MN","Cardiovascular disease","Nmbr",5473,"Male",2662136.09592,0.205586784551997
"2159","Minnesota",2013,"MN","Coronary heart disease","Nmbr",2629,"Male",2662136.09592,0.0987552816713321
"2160","Minnesota",2013,"MN","Cerebrovascular disease","Nmbr",870,"Male",2662136.09592,0.0326805230331148
"2161","Mississippi",2013,"MS","Heart failure","Nmbr",2100,"Male",1468928.13312,0.142961384743827
"2162","Mississippi",2013,"MS","Cardiovascular disease","Nmbr",5048,"Male",1468928.13312,0.343651938184209
"2163","Mississippi",2013,"MS","Cerebrovascular disease","Nmbr",632,"Male",1468928.13312,0.0430245691229042
"2164","Mississippi",2013,"MS","Coronary heart disease","Nmbr",2219,"Male",1468928.13312,0.151062529879311
"2165","Mississippi",2013,"MS","Chronic obstructive pulmonary disease","Nmbr",1618,"Male",1468928.13312,0.110148343102625
"2166","Missouri",2013,"MO","Cardiovascular disease","Nmbr",9114,"Male",2968185.87296,0.307056242098179
"2167","Missouri",2013,"MO","Cerebrovascular disease","Nmbr",1199,"Male",2968185.87296,0.0403950443576604
"2168","Missouri",2013,"MO","Chronic obstructive pulmonary disease","Nmbr",3258,"Male",2968185.87296,0.109764015443918
"2169","Missouri",2013,"MO","Coronary heart disease","Nmbr",4782,"Male",2968185.87296,0.16110850885599
"2170","Missouri",2013,"MO","Heart failure","Nmbr",3123,"Male",2968185.87296,0.105215782759778
"2171","Montana",2013,"MT","Coronary heart disease","Nmbr",724,"Male",498193.11024,0.145325173134414
"2172","Montana",2013,"MT","Heart failure","Nmbr",542,"Male",498193.11024,0.108793154473553
"2173","Montana",2013,"MT","Chronic obstructive pulmonary disease","Nmbr",605,"Male",498193.11024,0.121438853240774
"2174","Montana",2013,"MT","Cardiovascular disease","Nmbr",1432,"Male",498193.11024,0.287438740232708
"2175","Montana",2013,"MT","Cerebrovascular disease","Nmbr",200,"Male",498193.11024,0.0401450754514955
"2176","Nebraska",2013,"NE","Cerebrovascular disease","Nmbr",345,"Male",918050.616,0.0375796273089152
"2177","Nebraska",2013,"NE","Cardiovascular disease","Nmbr",2198,"Male",918050.616,0.239420350217378
"2178","Nebraska",2013,"NE","Chronic obstructive pulmonary disease","Nmbr",1131,"Male",918050.616,0.123195821699661
"2179","Nebraska",2013,"NE","Heart failure","Nmbr",967,"Male",918050.616,0.10533188292093
"2180","Nebraska",2013,"NE","Coronary heart disease","Nmbr",1023,"Male",918050.616,0.111431764455131
"2181","Nevada",2013,"NV","Chronic obstructive pulmonary disease","Nmbr",1132,"Male",1370404.54992,0.0826033451265236
"2182","Nevada",2013,"NV","Cardiovascular disease","Nmbr",3816,"Male",1370404.54992,0.278457919613793
"2183","Nevada",2013,"NV","Cerebrovascular disease","Nmbr",418,"Male",1370404.54992,0.0305019419283453
"2184","Nevada",2013,"NV","Coronary heart disease","Nmbr",1723,"Male",1370404.54992,0.125729296513251
"2185","Nevada",2013,"NV","Heart failure","Nmbr",693,"Male",1370404.54992,0.0505690089864672
"2186","New Hampshire",2013,"NH","Cerebrovascular disease","Nmbr",189,"Male",649584.7792,0.0290955093240892
"2187","New Hampshire",2013,"NH","Coronary heart disease","Nmbr",835,"Male",649584.7792,0.128543652304838
"2188","New Hampshire",2013,"NH","Heart failure","Nmbr",641,"Male",649584.7792,0.098678420511858
"2189","New Hampshire",2013,"NH","Cardiovascular disease","Nmbr",1540,"Male",649584.7792,0.237074520418504
"2190","New Hampshire",2013,"NH","Chronic obstructive pulmonary disease","Nmbr",610,"Male",649584.7792,0.0939061412047322
"2191","New Jersey",2013,"NJ","Cardiovascular disease","Nmbr",11516,"Male",4374594.43008,0.263247260610383
"2192","New Jersey",2013,"NJ","Heart failure","Nmbr",3614,"Male",4374594.43008,0.0826133726854745
"2193","New Jersey",2013,"NJ","Cerebrovascular disease","Nmbr",1445,"Male",4374594.43008,0.0330316335170201
"2194","New Jersey",2013,"NJ","Chronic obstructive pulmonary disease","Nmbr",3043,"Male",4374594.43008,0.0695607341123129
"2195","New Jersey",2013,"NJ","Coronary heart disease","Nmbr",6080,"Male",4374594.43008,0.138984312652929
"2196","New Mexico",2013,"NM","Cerebrovascular disease","Nmbr",275,"Male",1024913.4168,0.0268315347903835
"2197","New Mexico",2013,"NM","Chronic obstructive pulmonary disease","Nmbr",938,"Male",1024913.4168,0.0915199259395625
"2198","New Mexico",2013,"NM","Heart failure","Nmbr",766,"Male",1024913.4168,0.0747380205433954
"2199","New Mexico",2013,"NM","Coronary heart disease","Nmbr",1359,"Male",1024913.4168,0.132596566473204
"2200","New Mexico",2013,"NM","Cardiovascular disease","Nmbr",2336,"Male",1024913.4168,0.22792169189213
"2201","New York",2013,"NY","Chronic obstructive pulmonary disease","Nmbr",6302,"Male",9670659.63584,0.0651661855272461
"2202","New York",2013,"NY","Coronary heart disease","Nmbr",15637,"Male",9670659.63584,0.161695278179871
"2203","New York",2013,"NY","Cerebrovascular disease","Nmbr",2433,"Male",9670659.63584,0.0251585733715947
"2204","New York",2013,"NY","Cardiovascular disease","Nmbr",25624,"Male",9670659.63584,0.264966413511608
"2205","New York",2013,"NY","Heart failure","Nmbr",7450,"Male",9670659.63584,0.0770371441094865
"2206","North Carolina",2013,"NC","Cardiovascular disease","Nmbr",12193,"Male",4835288.56384,0.252166956305019
"2207","North Carolina",2013,"NC","Chronic obstructive pulmonary disease","Nmbr",4839,"Male",4835288.56384,0.100076757283686
"2208","North Carolina",2013,"NC","Heart failure","Nmbr",4187,"Male",4835288.56384,0.0865925568809247
"2209","North Carolina",2013,"NC","Cerebrovascular disease","Nmbr",1850,"Male",4835288.56384,0.038260384578388
"2210","North Carolina",2013,"NC","Coronary heart disease","Nmbr",6257,"Male",4835288.56384,0.129402825030797
"2211","North Dakota",2013,"ND","Cardiovascular disease","Nmbr",922,"Male",355387.20112,0.259435341817129
"2212","North Dakota",2013,"ND","Heart failure","Nmbr",424,"Male",355387.20112,0.11930649124779
"2213","North Dakota",2013,"ND","Cerebrovascular disease","Nmbr",121,"Male",355387.20112,0.0340473713230723
"2214","North Dakota",2013,"ND","Chronic obstructive pulmonary disease","Nmbr",398,"Male",355387.20112,0.111990527161841
"2215","North Dakota",2013,"ND","Coronary heart disease","Nmbr",511,"Male",355387.20112,0.143786832612313
"2216","Ohio",2013,"OH","Heart failure","Nmbr",6070,"Male",5683354.57984,0.106803119790053
"2217","Ohio",2013,"OH","Coronary heart disease","Nmbr",9055,"Male",5683354.57984,0.159324917578078
"2218","Ohio",2013,"OH","Chronic obstructive pulmonary disease","Nmbr",7061,"Male",5683354.57984,0.124240004750835
"2219","Ohio",2013,"OH","Cardiovascular disease","Nmbr",17286,"Male",5683354.57984,0.304151355632762
"2220","Ohio",2013,"OH","Cerebrovascular disease","Nmbr",2275,"Male",5683354.57984,0.040029175868595
"2221","Oklahoma",2013,"OK","Cerebrovascular disease","Nmbr",782,"Male",1892484.2636,0.0413213475557483
"2222","Oklahoma",2013,"OK","Heart failure","Nmbr",2543,"Male",1892484.2636,0.134373640453028
"2223","Oklahoma",2013,"OK","Cardiovascular disease","Nmbr",6263,"Male",1892484.2636,0.330940664631268
"2224","Oklahoma",2013,"OK","Coronary heart disease","Nmbr",3518,"Male",1892484.2636,0.18589322340297
"2225","Oklahoma",2013,"OK","Chronic obstructive pulmonary disease","Nmbr",2760,"Male",1892484.2636,0.145840050196759
"2226","Oregon",2013,"OR","Cerebrovascular disease","Nmbr",759,"Male",1929134.0936,0.0393440768331253
"2227","Oregon",2013,"OR","Cardiovascular disease","Nmbr",4761,"Male",1929134.0936,0.246794663771423
"2228","Oregon",2013,"OR","Chronic obstructive pulmonary disease","Nmbr",2216,"Male",1929134.0936,0.114870190068782
"2229","Oregon",2013,"OR","Coronary heart disease","Nmbr",2136,"Male",1929134.0936,0.110723251799151
"2230","Oregon",2013,"OR","Heart failure","Nmbr",2446,"Male",1929134.0936,0.126792637593972
"2231","Pennsylvania",2013,"PA","Cerebrovascular disease","Nmbr",2607,"Male",6278250.20032,0.0415243087933501
"2232","Pennsylvania",2013,"PA","Heart failure","Nmbr",7015,"Male",6278250.20032,0.111734954424761
"2233","Pennsylvania",2013,"PA","Coronary heart disease","Nmbr",10049,"Male",6278250.20032,0.160060521313531
"2234","Pennsylvania",2013,"PA","Chronic obstructive pulmonary disease","Nmbr",6512,"Male",6278250.20032,0.103723167956385
"2235","Pennsylvania",2013,"PA","Cardiovascular disease","Nmbr",19645,"Male",6278250.20032,0.312905656404052
"2236","Rhode Island",2013,"RI","Heart failure","Nmbr",530,"Male",517078.63872,0.102498916085953
"2237","Rhode Island",2013,"RI","Coronary heart disease","Nmbr",822,"Male",517078.63872,0.158970017023874
"2238","Rhode Island",2013,"RI","Cerebrovascular disease","Nmbr",165,"Male",517078.63872,0.0319100399135514
"2239","Rhode Island",2013,"RI","Chronic obstructive pulmonary disease","Nmbr",512,"Male",517078.63872,0.0990178208226563
"2240","Rhode Island",2013,"RI","Cardiovascular disease","Nmbr",1369,"Male",517078.63872,0.264756634191829
"2241","South Carolina",2013,"SC","Heart failure","Nmbr",2579,"Male",2341904.73776,0.110124035295594
"2242","South Carolina",2013,"SC","Chronic obstructive pulmonary disease","Nmbr",2624,"Male",2341904.73776,0.11204554812549
"2243","South Carolina",2013,"SC","Coronary heart disease","Nmbr",3212,"Male",2341904.73776,0.137153315769464
"2244","South Carolina",2013,"SC","Cardiovascular disease","Nmbr",6827,"Male",2341904.73776,0.291514846437773
"2245","South Carolina",2013,"SC","Cerebrovascular disease","Nmbr",1100,"Male",2341904.73776,0.0469703136196793
"2246","South Dakota",2013,"SD","Chronic obstructive pulmonary disease","Nmbr",502,"Male",415129.0024,0.120926265594013
"2247","South Dakota",2013,"SD","Heart failure","Nmbr",472,"Male",415129.0024,0.113699596335407
"2248","South Dakota",2013,"SD","Cardiovascular disease","Nmbr",1126,"Male",415129.0024,0.271240986173025
"2249","South Dakota",2013,"SD","Coronary heart disease","Nmbr",658,"Male",415129.0024,0.158504945738766
"2250","South Dakota",2013,"SD","Cerebrovascular disease","Nmbr",165,"Male",415129.0024,0.0397466809223349
"2251","Tennessee",2013,"TN","Chronic obstructive pulmonary disease","Nmbr",3937,"Male",3190379.3656,0.123402252486033
"2252","Tennessee",2013,"TN","Heart failure","Nmbr",3129,"Male",3190379.3656,0.0980761107515358
"2253","Tennessee",2013,"TN","Cerebrovascular disease","Nmbr",1328,"Male",3190379.3656,0.0416251438408563
"2254","Tennessee",2013,"TN","Cardiovascular disease","Nmbr",9809,"Male",3190379.3656,0.307455599348614
"2255","Tennessee",2013,"TN","Coronary heart disease","Nmbr",5552,"Male",3190379.3656,0.174023191720207
"2256","Texas",2013,"TX","Heart failure","Nmbr",10290,"Male",13015011.01488,0.079062553141411
"2257","Texas",2013,"TX","Chronic obstructive pulmonary disease","Nmbr",10263,"Male",13015011.01488,0.0788551003780662
"2258","Texas",2013,"TX","Coronary heart disease","Nmbr",14116,"Male",13015011.01488,0.108459378050939
"2259","Texas",2013,"TX","Cardiovascular disease","Nmbr",27458,"Male",13015011.01488,0.210971776885993
"2260","Texas",2013,"TX","Cerebrovascular disease","Nmbr",4045,"Male",13015011.01488,0.0310794973233244
"2261","Utah",2013,"UT","Heart failure","Nmbr",991,"Male",1426057.7772,0.0694922755476138
"2262","Utah",2013,"UT","Cerebrovascular disease","Nmbr",361,"Male",1426057.7772,0.0253145423538734
"2263","Utah",2013,"UT","Cardiovascular disease","Nmbr",2210,"Male",1426057.7772,0.1549726831082
"2264","Utah",2013,"UT","Coronary heart disease","Nmbr",944,"Male",1426057.7772,0.0661964764045887
"2265","Utah",2013,"UT","Chronic obstructive pulmonary disease","Nmbr",673,"Male",1426057.7772,0.0471930387926782
"2266","Vermont",2013,"VT","Cardiovascular disease","Nmbr",791,"Male",307995.59448,0.25682185530461
"2267","Vermont",2013,"VT","Cerebrovascular disease","Nmbr",95,"Male",307995.59448,0.0308445970340556
"2268","Vermont",2013,"VT","Chronic obstructive pulmonary disease","Nmbr",429,"Male",307995.59448,0.13928770660642
"2269","Vermont",2013,"VT","Heart failure","Nmbr",300,"Male",307995.59448,0.0974039906338598
"2270","Vermont",2013,"VT","Coronary heart disease","Nmbr",483,"Male",307995.59448,0.156820424920514
"2271","Virginia",2013,"VA","Cardiovascular disease","Nmbr",9040,"Male",4060518.77,0.222631651570964
"2272","Virginia",2013,"VA","Coronary heart disease","Nmbr",4243,"Male",4060518.77,0.104494037346859
"2273","Virginia",2013,"VA","Cerebrovascular disease","Nmbr",1371,"Male",4060518.77,0.0337641586619239
"2274","Virginia",2013,"VA","Heart failure","Nmbr",2912,"Male",4060518.77,0.071714974488346
"2275","Virginia",2013,"VA","Chronic obstructive pulmonary disease","Nmbr",2834,"Male",4060518.77,0.0697940376716939
"2276","Washington",2013,"WA","Cardiovascular disease","Nmbr",7461,"Male",3424717.76472,0.217857368477487
"2277","Washington",2013,"WA","Heart failure","Nmbr",3479,"Male",3424717.76472,0.101585013394073
"2278","Washington",2013,"WA","Chronic obstructive pulmonary disease","Nmbr",3184,"Male",3424717.76472,0.0929711648883954
"2279","Washington",2013,"WA","Coronary heart disease","Nmbr",3920,"Male",3424717.76472,0.114461986922899
"2280","Washington",2013,"WA","Cerebrovascular disease","Nmbr",1109,"Male",3424717.76472,0.0323822304840548
"2281","West Virginia",2013,"WV","Coronary heart disease","Nmbr",1631,"Male",910037.9932,0.179223286520693
"2282","West Virginia",2013,"WV","Cardiovascular disease","Nmbr",3059,"Male",910037.9932,0.336139812058124
"2283","West Virginia",2013,"WV","Heart failure","Nmbr",1189,"Male",910037.9932,0.130653885759107
"2284","West Virginia",2013,"WV","Chronic obstructive pulmonary disease","Nmbr",1654,"Male",910037.9932,0.181750653528649
"2285","West Virginia",2013,"WV","Cerebrovascular disease","Nmbr",397,"Male",910037.9932,0.0436245522677591
"2286","Wisconsin",2013,"WI","Heart failure","Nmbr",2856,"Male",2820822.86136,0.101247052380419
"2287","Wisconsin",2013,"WI","Chronic obstructive pulmonary disease","Nmbr",2689,"Male",2820822.86136,0.0953267940654578
"2288","Wisconsin",2013,"WI","Coronary heart disease","Nmbr",4050,"Male",2820822.86136,0.143575126799964
"2289","Wisconsin",2013,"WI","Cardiovascular disease","Nmbr",7591,"Male",2820822.86136,0.269105873466303
"2290","Wisconsin",2013,"WI","Cerebrovascular disease","Nmbr",1031,"Male",2820822.86136,0.0365496186989539
"2291","Wyoming",2013,"WY","Cardiovascular disease","Nmbr",709,"Male",286387.29672,0.247566846756191
"2292","Wyoming",2013,"WY","Heart failure","Nmbr",263,"Male",286387.29672,0.0918336822240877
"2293","Wyoming",2013,"WY","Chronic obstructive pulmonary disease","Nmbr",356,"Male",286387.29672,0.124307189626522
"2294","Wyoming",2013,"WY","Coronary heart disease","Nmbr",342,"Male",286387.29672,0.119418704641209
"2295","Wyoming",2013,"WY","Cerebrovascular disease","Nmbr",101,"Male",286387.29672,0.0352669273940413
"2296","Alabama",2014,"AL","Chronic obstructive pulmonary disease","Nmbr",2530,"Male",2380169.37032,0.106294956634109
"2297","Alabama",2014,"AL","Heart failure","Nmbr",2753,"Male",2380169.37032,0.115664037791978
"2298","Alabama",2014,"AL","Cerebrovascular disease","Nmbr",1173,"Male",2380169.37032,0.0492822071667235
"2299","Alabama",2014,"AL","Cardiovascular disease","Nmbr",8205,"Male",2380169.37032,0.344723367265956
"2300","Alabama",2014,"AL","Coronary heart disease","Nmbr",2944,"Male",2380169.37032,0.1236886768106
"2301","Alaska",2014,"AK","Chronic obstructive pulmonary disease","Nmbr",223,"Male",361978.03152,0.0616059485885344
"2302","Alaska",2014,"AK","Cardiovascular disease","Nmbr",622,"Male",361978.03152,0.171833632385957
"2303","Alaska",2014,"AK","Cerebrovascular disease","Nmbr",92,"Male",361978.03152,0.0254159070410097
"2304","Alaska",2014,"AK","Coronary heart disease","Nmbr",317,"Male",361978.03152,0.0875743753478269
"2305","Alaska",2014,"AK","Heart failure","Nmbr",204,"Male",361978.03152,0.0563570112648476
