"","states","year","disease","deathpop","class","population","ratio"
"3115","Connecticut",2013,"Current asthma prevalence among adults aged >= 18 years",7,"Male",3597168,1.94597527833006e-06
"3116","Connecticut",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.9,"Overall",3597168,1.64017916316391e-06
"3117","Connecticut",2013,"Mortality from cerebrovascular disease (stroke)",1348,"Overall",3597168,0.000374739239312704
"3118","Connecticut",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",6.4,"Male",3597168,1.77917739733034e-06
"3119","Connecticut",2013,"Current asthma prevalence among adults aged >= 18 years",9.8,"Overall",3597168,2.72436538966209e-06
"3120","Connecticut",2013,"Mortality from coronary heart disease",1746,"Female",3597168,0.000485381833709185
"3121","Connecticut",2013,"Mortality from coronary heart disease",2016,"Male",3597168,0.000560440880159058
"3122","Delaware",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.9,"Female",925353,1.06986198780357e-05
"3123","Delaware",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",411,"Male",925353,0.000444154825239665
"3124","Delaware",2013,"Mortality from diseases of the heart",1861,"Overall",925353,0.00201112440333581
"3125","Delaware",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.3,"Male",925353,7.88888132420817e-06
"3126","Delaware",2013,"Mortality from cerebrovascular disease (stroke)",169,"Male",925353,0.000182633005998792
"3127","Delaware",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",864,"Overall",925353,0.000933697734810391
"3128","Delaware",2013,"Mortality from cerebrovascular disease (stroke)",240,"Female",925353,0.000259360481891775
"3129","Delaware",2013,"Mortality from diseases of the heart",900,"Female",925353,0.000972601807094158
"3130","Delaware",2013,"Mortality from heart failure",728,"Overall",925353,0.000786726795071719
"3131","Delaware",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.7,"Overall",925353,9.40181746857686e-06
"3132","Delaware",2013,"Current asthma prevalence among adults aged >= 18 years",13.3,"Female",925353,1.43728933715026e-05
"3133","Delaware",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.2,"Female",925353,7.78081445675326e-06
"3134","Delaware",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",453,"Female",925353,0.000489542909570726
"3135","Delaware",2013,"Current asthma prevalence among adults aged >= 18 years",7.6,"Male",925353,8.21308192657289e-06
"3136","Delaware",2013,"Mortality from cerebrovascular disease (stroke)",409,"Overall",925353,0.000441993487890567
"3137","Delaware",2013,"Mortality from diseases of the heart",961,"Male",925353,0.00103852259624165
"3138","Delaware",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6,"Overall",925353,6.48401204729438e-06
"3139","Delaware",2013,"Mortality from coronary heart disease",1246,"Overall",925353,0.00134651316848813
"3140","Delaware",2013,"Mortality from heart failure",355,"Male",925353,0.000383637379464918
"3141","Delaware",2013,"Current asthma prevalence among adults aged >= 18 years",10.6,"Overall",925353,1.14550879502201e-05
"3142","Delaware",2013,"Mortality from total cardiovascular disease",1193,"Male",925353,0.00128923772873703
"3143","Delaware",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.7,"Male",925353,5.0791427703806e-06
"3144","Delaware",2013,"Mortality from total cardiovascular disease",1222,"Female",925353,0.00132057712029896
"3145","Delaware",2013,"Mortality from coronary heart disease",577,"Female",925353,0.00062354582521481
"3146","Delaware",2013,"Mortality from heart failure",373,"Female",925353,0.000403089415606801
"3147","Delaware",2013,"Mortality from coronary heart disease",669,"Male",925353,0.000722967343273324
"3148","Delaware",2013,"Mortality from total cardiovascular disease",2415,"Overall",925353,0.00260981484903599
"3149","District of Columbia",2013,"Mortality from diseases of the heart",687,"Male",649540,0.00105767158296641
"3150","District of Columbia",2013,"Mortality from heart failure",344,"Overall",649540,0.000529605567016658
"3151","District of Columbia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",296,"Overall",649540,0.000455707115805031
"3152","District of Columbia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",7.3,"Male",649540,1.12387227884349e-05
"3153","District of Columbia",2013,"Mortality from cerebrovascular disease (stroke)",82,"Male",649540,0.000126243187486529
"3154","District of Columbia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7,"Female",649540,1.07768574683622e-05
"3155","District of Columbia",2013,"Mortality from diseases of the heart",653,"Female",649540,0.0010053268466915
"3156","District of Columbia",2013,"Mortality from diseases of the heart",1340,"Overall",649540,0.00206299842965791
"3157","District of Columbia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",11.5,"Female",649540,1.77048372694522e-05
"3158","District of Columbia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",4.5,"Male",649540,6.92797980109e-06
"3159","District of Columbia",2013,"Current asthma prevalence among adults aged >= 18 years",13.9,"Female",649540,2.13997598300336e-05
"3160","District of Columbia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",153,"Male",649540,0.00023555131323706
"3161","District of Columbia",2013,"Mortality from total cardiovascular disease",826,"Male",649540,0.00127166918126674
"3162","District of Columbia",2013,"Mortality from heart failure",147,"Male",649540,0.000226314006835607
"3163","District of Columbia",2013,"Current asthma prevalence among adults aged >= 18 years",11.9,"Overall",649540,1.83206576962158e-05
"3164","District of Columbia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",143,"Female",649540,0.000220155802567971
"3165","District of Columbia",2013,"Mortality from heart failure",197,"Female",649540,0.000303291560181051
"3166","District of Columbia",2013,"Current asthma prevalence among adults aged >= 18 years",9.5,"Male",649540,1.46257351356344e-05
"3167","District of Columbia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",5.8,"Overall",649540,8.92939618807156e-06
"3168","District of Columbia",2013,"Mortality from total cardiovascular disease",814,"Female",649540,0.00125319456846384
"3169","District of Columbia",2013,"Mortality from total cardiovascular disease",1640,"Overall",649540,0.00252486374973058
"3170","District of Columbia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.5,"Overall",649540,1.46257351356344e-05
"3171","District of Columbia",2013,"Mortality from coronary heart disease",838,"Overall",649540,0.00129014379406965
"3172","District of Columbia",2013,"Mortality from cerebrovascular disease (stroke)",105,"Female",649540,0.000161652862025433
"3173","District of Columbia",2013,"Mortality from coronary heart disease",455,"Male",649540,0.000700495735443545
"3174","District of Columbia",2013,"Mortality from cerebrovascular disease (stroke)",187,"Overall",649540,0.000287896049511962
"3175","District of Columbia",2013,"Mortality from coronary heart disease",383,"Female",649540,0.000589648058626105
"3176","Florida",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",9975,"Female",19594467,0.000509072280455498
"3177","Florida",2013,"Mortality from cerebrovascular disease (stroke)",3826,"Male",19594467,0.000195259202508545
"3178","Florida",2013,"Mortality from cerebrovascular disease (stroke)",4872,"Female",19594467,0.000248641619085633
"3179","Florida",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",10324,"Male",19594467,0.000526883430919555
"3180","Florida",2013,"Mortality from total cardiovascular disease",26644,"Female",19594467,0.00135977161307832
"3181","Florida",2013,"Mortality from cerebrovascular disease (stroke)",8698,"Overall",19594467,0.000443900821594178
"3182","Florida",2013,"Mortality from diseases of the heart",42656,"Overall",19594467,0.00217694107219145
"3183","Florida",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",20299,"Overall",19594467,0.00103595571137505
"3184","Florida",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",9.4,"Male",19594467,4.79727261782625e-07
"3185","Florida",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",11.7,"Female",19594467,5.97107336474118e-07
"3186","Florida",2013,"Mortality from total cardiovascular disease",55768,"Overall",19594467,0.00284610956756313
"3187","Florida",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.4,"Male",19594467,3.26622816532851e-07
"3188","Florida",2013,"Current asthma prevalence among adults aged >= 18 years",5.7,"Male",19594467,2.9089844597457e-07
"3189","Florida",2013,"Current asthma prevalence among adults aged >= 18 years",10.7,"Female",19594467,5.4607252139086e-07
"3190","Florida",2013,"Mortality from heart failure",15701,"Overall",19594467,0.000801297631622233
"3191","Florida",2013,"Mortality from diseases of the heart",23190,"Male",19594467,0.00118349736178075
"3192","Florida",2013,"Mortality from total cardiovascular disease",29124,"Male",19594467,0.0014863379544848
"3193","Florida",2013,"Current asthma prevalence among adults aged >= 18 years",8.3,"Overall",19594467,4.23588965191041e-07
"3194","Florida",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",8.3,"Female",19594467,4.23588965191041e-07
"3195","Florida",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",10.7,"Overall",19594467,5.4607252139086e-07
"3196","Florida",2013,"Mortality from coronary heart disease",12214,"Female",19594467,0.000623339231426912
"3197","Florida",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",7.4,"Overall",19594467,3.77657631616109e-07
"3198","Florida",2013,"Mortality from heart failure",7797,"Female",19594467,0.000397918453204162
"3199","Florida",2013,"Mortality from diseases of the heart",19466,"Female",19594467,0.000993443710410699
"3200","Florida",2013,"Mortality from heart failure",7904,"Male",19594467,0.000403379178418071
"3201","Florida",2013,"Mortality from coronary heart disease",15750,"Male",19594467,0.000803798337561313
"3202","Florida",2013,"Mortality from coronary heart disease",27964,"Overall",19594467,0.00142713756898823
"3203","Georgia",2013,"Mortality from cerebrovascular disease (stroke)",1494,"Male",9991562,0.0001495261701824
"3204","Georgia",2013,"Mortality from coronary heart disease",3126,"Female",9991562,0.000312863994638676
"3205","Georgia",2013,"Mortality from heart failure",7915,"Overall",9991562,0.000792168431722688
"3206","Georgia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3551,"Male",9991562,0.000355399886424165
"3207","Georgia",2013,"Current asthma prevalence among adults aged >= 18 years",8.4,"Overall",9991562,8.40709390583775e-07
"3208","Georgia",2013,"Current asthma prevalence among adults aged >= 18 years",11.3,"Female",9991562,1.1309542992377e-06
"3209","Georgia",2013,"Mortality from total cardiovascular disease",22165,"Overall",9991562,0.00221837186217731
"3210","Georgia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",12,"Female",9991562,1.20101341511968e-06
"3211","Georgia",2013,"Mortality from coronary heart disease",7662,"Overall",9991562,0.000766847065553914
"3212","Georgia",2013,"Mortality from heart failure",4256,"Female",9991562,0.000425959424562446
"3213","Georgia",2013,"Current asthma prevalence among adults aged >= 18 years",5.2,"Male",9991562,5.2043914655186e-07
"3214","Georgia",2013,"Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >=45 years",3365,"Female",9991562,0.00033678417848981
"3215","Georgia",2013,"Mortality from cerebrovascular disease (stroke)",2200,"Female",9991562,0.000220185792771941
"3216","Georgia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 18",6.5,"Overall",9991562,6.50548933189826e-07
"3217","Georgia",2013,"Prevalence of chronic obstructive pulmonary disease among adults >= 45 years",8.1,"Male",9991562,8.10684055205783e-07
"3218","Georgia",2013,"Mortality from diseases of the heart",16550,"Overall",9991562,0.00165639766835256
"3219","Georgia",2013,"Mortality from heart failure",3659,"Male",9991562,0.000366209007160242
